AMDCD_DMSO_1	HLLMCDSXY_19079793_S130_L004_R1_001.fastq.gz
AMDCD_DMSO_1	HLLMCDSXY_19079793_S130_L004_R2_001.fastq.gz
AMDCD_DMSO_2	HLLMCDSXY_19079795_S136_L004_R1_001.fastq.gz
AMDCD_DMSO_2	HLLMCDSXY_19079795_S136_L004_R2_001.fastq.gz
AMDCD_DMSO_3	HLLMCDSXY_19079797_S123_L004_R1_001.fastq.gz
AMDCD_DMSO_3	HLLMCDSXY_19079797_S123_L004_R2_001.fastq.gz
AMDCD_AGN_1	HLLMCDSXY_19079799_S141_L004_R1_001.fastq.gz
AMDCD_AGN_1	HLLMCDSXY_19079799_S141_L004_R2_001.fastq.gz
AMDCD_AGN_2	HLLMCDSXY_19079801_S132_L004_R1_001.fastq.gz
AMDCD_AGN_2	HLLMCDSXY_19079801_S132_L004_R2_001.fastq.gz
AMDCD_AGN_3	HLLMCDSXY_19079803_S124_L004_R1_001.fastq.gz
AMDCD_AGN_3	HLLMCDSXY_19079803_S124_L004_R2_001.fastq.gz
AMDCD_ENDO_1	HLLMCDSXY_19079805_S131_L004_R1_001.fastq.gz
AMDCD_ENDO_1	HLLMCDSXY_19079805_S131_L004_R2_001.fastq.gz
AMDCD_ENDO_2	HLLMCDSXY_19079759_S129_L004_R1_001.fastq.gz
AMDCD_ENDO_2	HLLMCDSXY_19079759_S129_L004_R2_001.fastq.gz
AMDCD_ENDO_3	HLLMCDSXY_19079761_S134_L004_R1_001.fastq.gz
AMDCD_ENDO_3	HLLMCDSXY_19079761_S134_L004_R2_001.fastq.gz
TJP1_DMSO_1	HLLMCDSXY_19079763_S125_L004_R1_001.fastq.gz
TJP1_DMSO_1	HLLMCDSXY_19079763_S125_L004_R2_001.fastq.gz
TJP1_DMSO_2	HLLMCDSXY_19079765_S140_L004_R1_001.fastq.gz
TJP1_DMSO_2	HLLMCDSXY_19079765_S140_L004_R2_001.fastq.gz
TJP1_DMSO_3	HLLMCDSXY_19079767_S138_L004_R1_001.fastq.gz
TJP1_DMSO_3	HLLMCDSXY_19079767_S138_L004_R2_001.fastq.gz
TJP1_AGN_1	HLLMCDSXY_19079769_S128_L004_R1_001.fastq.gz
TJP1_AGN_1	HLLMCDSXY_19079769_S128_L004_R2_001.fastq.gz
TJP1_AGN_2	HLLMCDSXY_19079771_S126_L004_R1_001.fastq.gz
TJP1_AGN_2	HLLMCDSXY_19079771_S126_L004_R2_001.fastq.gz
TJP1_AGN_3	HLLMCDSXY_19079773_S133_L004_R1_001.fastq.gz
TJP1_AGN_3	HLLMCDSXY_19079773_S133_L004_R2_001.fastq.gz
TJP1_ENDO_1	HLLMCDSXY_19079775_S139_L004_R1_001.fastq.gz
TJP1_ENDO_1	HLLMCDSXY_19079775_S139_L004_R2_001.fastq.gz
TJP1_ENDO_2	HLLMCDSXY_19079777_S121_L004_R1_001.fastq.gz
TJP1_ENDO_2	HLLMCDSXY_19079777_S121_L004_R2_001.fastq.gz
TJP1_ENDO_3	HLLMCDSXY_19079779_S137_L004_R1_001.fastq.gz
TJP1_ENDO_3	HLLMCDSXY_19079779_S137_L004_R2_001.fastq.gz
D3C_DMSO_1	HLLMCDSXY_19079781_S122_L004_R1_001.fastq.gz
D3C_DMSO_1	HLLMCDSXY_19079781_S122_L004_R2_001.fastq.gz
D3C_DMSO_2	HLLMCDSXY_19079783_S119_L004_R1_001.fastq.gz
D3C_DMSO_2	HLLMCDSXY_19079783_S119_L004_R2_001.fastq.gz
D3C_DMSO_3	HLLMCDSXY_19079785_S127_L004_R1_001.fastq.gz
D3C_DMSO_3	HLLMCDSXY_19079785_S127_L004_R2_001.fastq.gz
D3C_AGN_1	HLLMCDSXY_19079787_S120_L004_R1_001.fastq.gz
D3C_AGN_1	HLLMCDSXY_19079787_S120_L004_R2_001.fastq.gz
D3C_AGN_2	HLLMCDSXY_19079789_S144_L004_R1_001.fastq.gz
D3C_AGN_2	HLLMCDSXY_19079789_S144_L004_R2_001.fastq.gz
D3C_AGN_3	HLLMCDSXY_19079791_S135_L004_R1_001.fastq.gz
D3C_AGN_3	HLLMCDSXY_19079791_S135_L004_R2_001.fastq.gz
D3C_ENDO_1	HLLMCDSXY_19079807_S142_L004_R1_001.fastq.gz
D3C_ENDO_1	HLLMCDSXY_19079807_S142_L004_R2_001.fastq.gz
D3C_ENDO_2	HLLMCDSXY_19079809_S145_L004_R1_001.fastq.gz
D3C_ENDO_2	HLLMCDSXY_19079809_S145_L004_R2_001.fastq.gz
D3C_ENDO_3	HLLMCDSXY_19079811_S143_L004_R1_001.fastq.gz
D3C_ENDO_3	HLLMCDSXY_19079811_S143_L004_R2_001.fastq.gz
